age_group,ICB22CD,ICB22NM,SICBL22CD,SICBL22NM,IMD_Decile,rural_urban,gender,mh_symptom,mhsds_flag,Der_Financial_Year,MDS_Primary_Split,calls,cost
75+,E54000028,NHS North Central London Integrated Care Board,E38000240,NHS North Central London ICB - 93C,5,Urban,male,0,0,2020/21,Recommended to Attend A&E,12,144
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000217,NHS Greater Manchester ICB - 14L,8,Urban,female,0,0,2019/20,Recommended to Attend Other Service,9,168
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,NHS Hertfordshire and West Essex ICB - 07H,NULL,Urban,NULL,1,1,2019/20,Recommended to Attend A&E,1,12
35-59,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,8,Urban,female,0,0,2019/20,NULL,81,1392
0-19,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,5,Rural,male,0,1,2021/22,Recommended to Attend Primary and Community Care,36,648
35-59,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,9,Urban,male,0,0,2020/21,Ambulance Dispatches,25,492
20-34,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,8,Urban,male,1,0,2020/21,Recommended to Attend Primary and Community Care,4,60
0-19,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000086,NHS Suffolk and North East Essex ICB - 06L,NULL,Rural,female,1,1,2019/20,Recommended to Attend Primary and Community Care,2,24
0-19,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000188,NHS Humber and North Yorkshire ICB - 03Q,8,Rural,male,0,1,2019/20,Recommended to Attend Other Service,3,48
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,9,Rural,male,0,0,2020/21,5.27b (Home Care),4,84
75+,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,8,Urban,male,0,0,2020/21,Ambulance Dispatches,44,732
35-59,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,5,Urban,male,0,1,2019/20,Recommended to Attend Other Service,62,996
60-74,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,3,Urban,male,1,1,2019/20,Ambulance Dispatches,1,24
75+,E54000061,NHS South Yorkshire Integrated Care Board,E38000146,NHS South Yorkshire ICB - 03N,9,Urban,female,0,0,2021/22,5.27b (Home Care),3,36
60-74,E54000026,NHS Mid and South Essex Integrated Care Board,E38000030,NHS Mid and South Essex ICB - 99F,1,Urban,male,0,1,2020/21,Recommended to Attend Primary and Community Care,8,192
35-59,E54000053,NHS Sussex Integrated Care Board,E38000248,NHS Sussex ICB - 70F,8,Rural,NULL,0,0,2019/20,Recommended to Attend Primary and Community Care,2,36
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,3,Urban,female,0,0,2020/21,Not Recommended to Attend Other Service,249,4464
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000217,NHS Greater Manchester ICB - 14L,5,Urban,female,0,1,2021/22,Recommended to Attend A&E,76,1200
75+,E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,E38000222,NHS Bristol North Somerset and South Gloucestershire ICB - 15C,7,Rural,male,0,0,2020/21,5.23 (Ambulance),41,648
20-34,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,4,Urban,male,0,1,2020/21,5.26 (Other Service),21,348
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000068,NHS Cheshire and Merseyside ICB - 01F,8,Urban,male,0,1,2020/21,Ambulance Dispatches,12,192
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,NHS Lancashire and South Cumbria ICB - 01E,7,Rural,female,0,0,2019/20,Recommended to Attend A&E,12,180
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,NULL,Rural,male,1,1,2021/22,Recommended to Attend Primary and Community Care,14,168
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000194,NHS Cheshire and Merseyside ICB - 02E,3,Urban,male,0,0,2021/22,5.26 (Other Service),24,408
75+,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,9,Urban,female,0,1,2019/20,5.23 (Ambulance),413,7212
75+,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,2,Urban,female,0,1,2020/21,Recommended to Attend Other Service,16,264
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,9,Urban,male,0,0,2020/21,5.27b (Home Care),8,144
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,7,Urban,male,0,1,2020/21,NULL,4,60
20-34,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,10,Rural,male,0,1,2020/21,Ambulance Dispatches,16,312
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,10,Urban,male,0,0,2019/20,Not Recommended to Attend Other Service,48,1044
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000015,NHS Lancashire and South Cumbria ICB - 00R,1,Urban,male,0,0,2021/22,Recommended to Attend Primary and Community Care,212,4932
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000080,NHS Greater Manchester ICB - 01D,2,Urban,female,0,0,2020/21,Ambulance Dispatches,46,780
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,6,Urban,male,0,1,2021/22,Recommended to Attend A&E,4,84
0-19,E54000052,NHS Surrey Heartlands Integrated Care Board,E38000246,NHS Surrey Heartlands ICB - 92A,10,Rural,male,0,0,2021/22,5.23 (Ambulance),53,1128
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,1,Rural,female,0,0,2021/22,Recommended to Attend A&E,1,12
35-59,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,NULL,Urban,male,0,1,2019/20,5.27b (Home Care),3,36
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000119,NHS Humber and North Yorkshire ICB - 03H,4,Rural,male,0,0,2021/22,Not Recommended to Attend Other Service,2,24
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,9,Rural,female,0,0,2019/20,Not Recommended to Attend Other Service,47,720
60-74,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,7,Urban,female,0,0,2021/22,NULL,169,2436
35-59,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,10,Rural,male,0,0,2021/22,NULL,79,1740
20-34,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,9,Urban,male,0,0,2019/20,Recommended to Attend A&E,178,3108
0-19,E54000028,NHS North Central London Integrated Care Board,E38000240,NHS North Central London ICB - 93C,4,Urban,female,0,1,2020/21,NULL,15,240
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000217,NHS Greater Manchester ICB - 14L,1,Urban,male,0,1,2020/21,Recommended to Attend Other Service,242,5568
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,10,Rural,female,0,1,2021/22,NULL,4,96
35-59,E54000057,NHS Greater Manchester Integrated Care Board,E38000205,NHS Greater Manchester ICB - 02H,7,Urban,female,0,1,2021/22,NULL,3,48
20-34,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,1,Urban,male,0,0,2021/22,5.27b (Home Care),12,288
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,NHS Lancashire and South Cumbria ICB - 01K,3,Urban,male,0,1,2021/22,Ambulance Dispatches,5,96
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000024,NHS Greater Manchester ICB - 00V,2,Urban,NULL,0,0,2020/21,NULL,11,228
35-59,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,3,Urban,NULL,0,1,2019/20,Recommended to Attend Other Service,20,408
75+,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,6,Rural,female,0,1,2020/21,Ambulance Dispatches,1,24
0-19,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,6,Urban,female,0,0,2020/21,Recommended to Attend Other Service,99,1476
0-19,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,NULL,Rural,female,0,1,2019/20,Recommended to Attend A&E,46,552
75+,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,1,Urban,male,0,0,2021/22,NULL,6,132
35-59,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,9,Urban,female,1,1,2019/20,Recommended to Attend Other Service,1,24
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,5,Rural,male,0,1,2021/22,Ambulance Dispatches,11,144
60-74,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,5,Rural,male,0,0,2021/22,Recommended to Attend Other Service,5,72
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000007,NHS Mid and South Essex ICB - 99E,2,Urban,male,0,1,2019/20,Recommended to Attend A&E,24,408
60-74,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,10,Urban,female,0,0,2019/20,5.23 (Ambulance),104,2208
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,NULL,Rural,male,0,1,2020/21,5.23 (Ambulance),33,396
60-74,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,NULL,Urban,male,0,0,2019/20,5.26 (Other Service),67,804
35-59,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,8,Urban,male,1,1,2020/21,Ambulance Dispatches,1,12
35-59,E54000057,NHS Greater Manchester Integrated Care Board,E38000080,NHS Greater Manchester ICB - 01D,7,Urban,female,0,0,2021/22,Recommended to Attend Other Service,7,120
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,7,Urban,female,0,0,2021/22,Recommended to Attend A&E,43,732
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,4,Urban,male,0,1,2019/20,5.26 (Other Service),7,132
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,7,Urban,female,0,0,2020/21,5.23 (Ambulance),89,1272
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000205,NHS Greater Manchester ICB - 02H,2,Urban,male,0,1,2020/21,NULL,9,168
35-59,E54000055,NHS Birmingham and Solihull Integrated Care Board,E38000258,NHS Birmingham and Solihull ICB - 15E,4,Urban,female,0,0,2019/20,Not Recommended to Attend Other Service,391,6852
75+,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,8,Urban,male,0,1,2020/21,NULL,7,108
35-59,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,7,Urban,male,0,1,2021/22,Recommended to Attend A&E,52,888
60-74,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,NULL,Urban,male,1,0,2021/22,Recommended to Attend A&E,3,36
75+,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,5,Rural,female,0,0,2019/20,5.23 (Ambulance),3,36
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000225,NHS West Yorkshire ICB - 15F,5,Urban,female,0,1,2019/20,Not Recommended to Attend Other Service,303,4968
20-34,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000051,NHS Leicester Leicestershire and Rutland ICB - 03W,10,Urban,male,0,1,2020/21,5.27b (Home Care),5,108
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,NHS Lancashire and South Cumbria ICB - 02G,5,Rural,female,0,1,2019/20,NULL,1,12
75+,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000221,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 15A,7,Rural,male,0,0,2020/21,5.26 (Other Service),19,312
0-19,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,2,Rural,female,0,1,2020/21,Recommended to Attend Primary and Community Care,14,264
20-34,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,3,Urban,female,0,1,2019/20,Recommended to Attend Other Service,31,624
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000025,NHS West Yorkshire ICB - 02T,4,Rural,female,0,0,2020/21,5.23 (Ambulance),13,180
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,1,Urban,female,0,0,2020/21,NULL,263,6108
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000143,NHS Greater Manchester ICB - 01G,3,Urban,male,0,0,2021/22,5.26 (Other Service),13,204
20-34,E54000058,NHS Derby and Derbyshire Integrated Care Board,E38000261,NHS Derby and Derbyshire ICB - 15M,NULL,Rural,female,0,0,2021/22,5.23 (Ambulance),222,2664
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,9,Rural,male,0,0,2019/20,Recommended to Attend Primary and Community Care,15,300
60-74,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000201,NHS Leicester Leicestershire and Rutland ICB - 04V,6,Urban,female,1,1,2019/20,Ambulance Dispatches,1,12
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,NHS Lancashire and South Cumbria ICB - 02G,4,Urban,male,0,0,2019/20,Recommended to Attend A&E,1,12
20-34,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,4,Rural,male,0,0,2021/22,Recommended to Attend Primary and Community Care,54,828
0-19,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,7,Rural,NULL,0,1,2021/22,NULL,1,12
20-34,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,1,Urban,male,0,0,2019/20,Not Recommended to Attend Other Service,29,564
0-19,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,6,Urban,male,0,1,2021/22,Ambulance Dispatches,16,276
75+,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,6,Urban,male,0,0,2020/21,Recommended to Attend A&E,44,816
35-59,E54000018,NHS Coventry and Warwickshire Integrated Care Board,E38000251,NHS Coventry and Warwickshire ICB - B2M3M,6,Rural,female,0,1,2021/22,Recommended to Attend Other Service,1,12
60-74,E54000053,NHS Sussex Integrated Care Board,E38000248,NHS Sussex ICB - 70F,3,Urban,male,0,0,2021/22,5.23 (Ambulance),3,72
20-34,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,NHS Hertfordshire and West Essex ICB - 07H,3,Urban,female,0,1,2020/21,Ambulance Dispatches,19,324
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,NULL,Urban,male,0,1,2019/20,Recommended to Attend A&E,116,1392
0-19,E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,E38000231,NHS Bath and North East Somerset Swindon and Wiltshire ICB - 92G,10,Rural,female,0,0,2019/20,Recommended to Attend Primary and Community Care,402,8676
0-19,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,6,Urban,female,0,0,2020/21,Recommended to Attend Primary and Community Care,205,3600
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000016,NHS Greater Manchester ICB - 00T,8,Urban,male,0,1,2020/21,NULL,5,60
75+,E54000062,NHS Black Country Integrated Care Board,E38000259,NHS Black Country ICB - D2P2L,8,Urban,female,0,1,2019/20,Not Recommended to Attend Other Service,123,2088
35-59,E54000052,NHS Surrey Heartlands Integrated Care Board,E38000246,NHS Surrey Heartlands ICB - 92A,4,Urban,female,0,1,2020/21,5.23 (Ambulance),307,5112
20-34,E54000029,NHS North East London Integrated Care Board,E38000255,NHS North East London ICB - A3A8R,7,Urban,female,0,0,2020/21,5.27b (Home Care),98,1344
20-34,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000068,NHS Cheshire and Merseyside ICB - 01F,1,Urban,female,0,1,2019/20,Ambulance Dispatches,122,2628
20-34,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,NHS Hertfordshire and West Essex ICB - 07H,4,Urban,female,1,1,2021/22,5.23 (Ambulance),1,12
60-74,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,5,Rural,male,0,0,2019/20,Recommended to Attend Other Service,4,60
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,7,Rural,male,1,0,2020/21,Recommended to Attend A&E,1,24
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,10,Rural,female,0,1,2020/21,5.23 (Ambulance),1,12
75+,E54000037,NHS Devon Integrated Care Board,E38000230,NHS Devon ICB - 15N,9,Urban,male,0,0,2021/22,Recommended to Attend Other Service,6,84
20-34,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,8,Rural,female,0,0,2019/20,Not Recommended to Attend Other Service,41,576
